Inspection ID,Violation ID1,Violation ID2,Violation ID3,Violation ID4,Violation ID5,Violation ID6,Violation ID7,Violation ID8,Violation ID9,Violation ID10,Violation ID11,Violation ID11,Violation ID12,Violation ID13,Violation ID14,Violation ID15,Violation ID16,Violation ID17,Violation ID18
1401471,,,,,,,,,,,,,,,,,,,
1401470,,,,,,,,,,,,,,,,,,,
1401469,43,43,,,,,,,,,,,,,,,,,
1401468,36,36,38,,,,,,,,,,,,,,,,
1383397,38,38,35,34,33,41,11,,,,,,,,,,,,
1401466,43,43,34,33,,,,,,,,,,,,,,,
1107068,,,,,,,,,,,,,,,,,,,
1324912,41,41,,,,,,,,,,,,,,,,,
1092834,3,3,16,29,35,,,,,,,,,,,,,,
1115209,32,32,33,34,36,35,37,38,,,,,,,,,,,
1199341,31,31,33,,,,,,,,,,,,,,,,
1401464,33,33,34,35,43,,,,,,,,,,,,,,
1401461,,,,,,,,,,,,,,,,,,,
1151979,33,33,38,,,,,,,,,,,,,,,,
1401462,18,18,32,33,34,,,,,,,,,,,,,,
1372322,,,,,,,,,,,,,,,,,,,
1401458,33,33,30,38,,,,,,,,,,,,,,,
1401463,38,38,41,33,34,,,,,,,,,,,,,,
1399283,30,30,,,,,,,,,,,,,,,,,
1107067,,,,,,,,,,,,,,,,,,,
1236206,33,33,35,,,,,,,,,,,,,,,,
1115208,42,42,43,35,34,,,,,,,,,,,,,,
1387360,33,33,40,19,,,,,,,,,,,,,,,
1401454,,,,,,,,,,,,,,,,,,,
1389355,41,41,35,36,,,,,,,,,,,,,,,
1199340,35,35,34,31,42,,,,,,,,,,,,,,
1401448,32,32,34,41,,,,,,,,,,,,,,,
1324911,35,35,38,,,,,,,,,,,,,,,,
1107065,,,,,,,,,,,,,,,,,,,
1372321,,,,,,,,,,,,,,,,,,,
1151978,33,33,34,35,,,,,,,,,,,,,,,
1401447,,,,,,,,,,,,,,,,,,,
1107066,35,35,36,,,,,,,,,,,,,,,,
1236205,31,31,33,34,30,35,,,,,,,,,,,,,
1286387,,,,,,,,,,,,,,,,,,,
1115207,33,33,35,,,,,,,,,,,,,,,,
1401444,35,35,,,,,,,,,,,,,,,,,
1329718,33,33,34,35,36,38,,,,,,,,,,,,,
1387359,34,34,,,,,,,,,,,,,,,,,
1401442,,,,,,,,,,,,,,,,,,,
1401441,31,31,34,43,,,,,,,,,,,,,,,
1393306,,,,,,,,,,,,,,,,,,,
1401440,,,,,,,,,,,,,,,,,,,
1115206,,,,,,,,,,,,,,,,,,,
1401438,,,,,,,,,,,,,,,,,,,
1345850,,,,,,,,,,,,,,,,,,,
1092832,36,36,38,,,,,,,,,,,,,,,,
1401435,41,41,,,,,,,,,,,,,,,,,
1387358,34,34,,,,,,,,,,,,,,,,,
1401434,35,35,34,41,25,18,16,,,,,,,,,,,,
1401433,,,,,,,,,,,,,,,,,,,
1401432,,,,,,,,,,,,,,,,,,,
1389354,,,,,,,,,,,,,,,,,,,
1401437,3,3,11,35,33,40,,,,,,,,,,,,,
1401431,,,,,,,,,,,,,,,,,,,
1401428,34,34,43,,,,,,,,,,,,,,,,
1401430,35,35,34,37,30,,,,,,,,,,,,,,
1393305,32,32,34,,,,,,,,,,,,,,,,
1345849,30,30,43,34,33,41,,,,,,,,,,,,,
1151977,34,34,35,38,,,,,,,,,,,,,,,
1401427,35,35,31,,,,,,,,,,,,,,,,
1401426,34,34,36,33,,,,,,,,,,,,,,,
1345848,,,,,,,,,,,,,,,,,,,
1387357,34,34,,,,,,,,,,,,,,,,,
1391426,38,38,41,,,,,,,,,,,,,,,,
1401424,11,11,36,,,,,,,,,,,,,,,,
1092831,,,,,,,,,,,,,,,,,,,
1391425,32,32,41,34,9,,,,,,,,,,,,,,
1401423,35,35,35,35,35,38,33,36,36,34,34,32,,,,,,,
1401419,34,34,38,41,32,,,,,,,,,,,,,,
1329716,11,11,18,21,26,33,19,34,35,,,,,,,,,,
1401420,33,33,,,,,,,,,,,,,,,,,
1401421,18,18,30,31,33,34,35,36,38,41,,,,,,,,,
1401418,,,,,,,,,,,,,,,,,,,
1307308,,,,,,,,,,,,,,,,,,,
1401416,38,38,37,,,,,,,,,,,,,,,,
1401417,34,34,35,42,,,,,,,,,,,,,,,
1372402,,,,,,,,,,,,,,,,,,,
1286385,2,2,18,38,,,,,,,,,,,,,,,
1401413,35,35,,,,,,,,,,,,,,,,,
1236204,34,34,35,38,40,43,,,,,,,,,,,,,
1401406,,,,,,,,,,,,,,,,,,,
1401411,,,,,,,,,,,,,,,,,,,
1401414,32,32,38,33,,,,,,,,,,,,,,,
1401409,,,,,,,,,,,,,,,,,,,
1199339,21,21,31,43,34,,,,,,,,,,,,,,
1401410,33,33,35,41,,,,,,,,,,,,,,,
1399279,35,35,,,,,,,,,,,,,,,,,
1107064,,,,,,,,,,,,,,,,,,,
1401408,34,34,13,11,35,41,40,,,,,,,,,,,,
1345847,33,33,38,,,,,,,,,,,,,,,,
1324909,,,,,,,,,,,,,,,,,,,
1199338,24,24,32,,,,,,,,,,,,,,,,
1383393,34,34,35,41,43,38,32,43,36,,,,,,,,,,
1401398,,,,,,,,,,,,,,,,,,,
1286384,33,33,34,38,41,,,,,,,,,,,,,,
1401393,33,33,35,36,41,,,,,,,,,,,,,,
1199260,,,,,,,,,,,,,,,,,,,
1236203,30,30,32,,,,,,,,,,,,,,,,
1401394,34,34,32,35,38,,,,,,,,,,,,,,
1401390,34,34,35,,,,,,,,,,,,,,,,
1401389,32,32,34,35,,,,,,,,,,,,,,,
1401388,38,38,33,,,,,,,,,,,,,,,,
1107063,,,,,,,,,,,,,,,,,,,
1401386,33,33,35,70,,,,,,,,,,,,,,,
1401385,33,33,,,,,,,,,,,,,,,,,
1307306,33,33,,,,,,,,,,,,,,,,,
1401382,,,,,,,,,,,,,,,,,,,
1393304,3,3,6,32,35,38,40,,,,,,,,,,,,
1401381,32,32,,,,,,,,,,,,,,,,,
1401384,33,33,34,35,36,38,,,,,,,,,,,,,
1387356,32,32,34,,,,,,,,,,,,,,,,
1092829,35,35,,,,,,,,,,,,,,,,,
1401383,,,,,,,,,,,,,,,,,,,
1383392,,,,,,,,,,,,,,,,,,,
1401377,,,,,,,,,,,,,,,,,,,
1401380,33,33,34,,,,,,,,,,,,,,,,
1401378,30,30,35,41,,,,,,,,,,,,,,,
1401376,29,29,33,35,34,43,,,,,,,,,,,,,
1151895,,,,,,,,,,,,,,,,,,,
1236202,40,40,34,38,,,,,,,,,,,,,,,
1199337,34,34,30,32,,,,,,,,,,,,,,,
1401375,,,,,,,,,,,,,,,,,,,
1107062,36,36,33,32,41,,,,,,,,,,,,,,
1236201,,,,,,,,,,,,,,,,,,,
1401374,,,,,,,,,,,,,,,,,,,
1345845,38,38,,,,,,,,,,,,,,,,,
1391422,33,33,31,42,,,,,,,,,,,,,,,
1401371,16,16,38,,,,,,,,,,,,,,,,
1401370,,,,,,,,,,,,,,,,,,,
1391421,38,38,31,,,,,,,,,,,,,,,,
1401366,32,32,34,35,38,36,35,35,30,38,33,,,,,,,,
1401369,3,3,16,28,29,,,,,,,,,,,,,,
1307305,,,,,,,,,,,,,,,,,,,
1401367,34,34,35,,,,,,,,,,,,,,,,
1383391,32,32,43,30,38,33,34,,,,,,,,,,,,
1401365,33,33,,,,,,,,,,,,,,,,,
1092828,33,33,,,,,,,,,,,,,,,,,
1401362,,,,,,,,,,,,,,,,,,,
1329713,33,33,,,,,,,,,,,,,,,,,
1401360,,,,,,,,,,,,,,,,,,,
1199336,,,,,,,,,,,,,,,,,,,
1199335,34,34,,,,,,,,,,,,,,,,,
1372401,32,32,,,,,,,,,,,,,,,,,
1401359,36,36,,,,,,,,,,,,,,,,,
1199334,38,38,,,,,,,,,,,,,,,,,
1286382,38,38,18,2,3,,,,,,,,,,,,,,
1401357,34,34,,,,,,,,,,,,,,,,,
1401352,33,33,34,35,40,,,,,,,,,,,,,,
1383390,,,,,,,,,,,,,,,,,,,
1401353,32,32,35,,,,,,,,,,,,,,,,
1401350,31,31,,,,,,,,,,,,,,,,,
1151976,35,35,32,,,,,,,,,,,,,,,,
1092827,38,38,42,30,,,,,,,,,,,,,,,
1345752,,,,,,,,,,,,,,,,,,,
1151975,,,,,,,,,,,,,,,,,,,
1329712,,,,,,,,,,,,,,,,,,,
1401348,18,18,30,35,,,,,,,,,,,,,,,
1286381,,,,,,,,,,,,,,,,,,,
1401342,32,32,33,32,38,32,35,,,,,,,,,,,,
1401345,31,31,35,32,,,,,,,,,,,,,,,
1401347,7,7,21,43,33,,,,,,,,,,,,,,
1401341,34,34,35,37,41,,,,,,,,,,,,,,
1401340,34,34,35,36,38,41,43,,,,,,,,,,,,
1401339,,,,,,,,,,,,,,,,,,,
1199333,24,24,38,32,34,,,,,,,,,,,,,,
1401335,33,33,36,37,41,,,,,,,,,,,,,,
1401336,12,12,34,9,11,,,,,,,,,,,,,,
1401334,,,,,,,,,,,,,,,,,,,
1401332,,,,,,,,,,,,,,,,,,,
1092825,33,33,36,30,41,42,,,,,,,,,,,,,
1383388,19,19,20,30,32,35,36,38,41,9,,,,,,,,,
1401333,42,42,36,37,35,11,33,32,34,3,,,,,,,,,
1401331,,,,,,,,,,,,,,,,,,,
1345843,34,34,,,,,,,,,,,,,,,,,
1401330,,,,,,,,,,,,,,,,,,,
1399278,38,38,35,43,41,33,34,,,,,,,,,,,,
1372400,,,,,,,,,,,,,,,,,,,
1401327,35,35,41,,,,,,,,,,,,,,,,
1401328,,,,,,,,,,,,,,,,,,,
1401326,,,,,,,,,,,,,,,,,,,
1329711,,,,,,,,,,,,,,,,,,,
1329710,,,,,,,,,,,,,,,,,,,
1391418,19,19,,,,,,,,,,,,,,,,,
1383387,41,41,34,,,,,,,,,,,,,,,,
1401323,34,34,32,35,,,,,,,,,,,,,,,
1401324,31,31,34,,,,,,,,,,,,,,,,
1345842,,,,,,,,,,,,,,,,,,,
1401322,30,30,,,,,,,,,,,,,,,,,
1401321,19,19,,,,,,,,,,,,,,,,,
1401320,,,,,,,,,,,,,,,,,,,
1286380,,,,,,,,,,,,,,,,,,,
1228472,,,,,,,,,,,,,,,,,,,
1401319,34,34,35,21,,,,,,,,,,,,,,,
1199332,3,3,32,,,,,,,,,,,,,,,,
1401318,32,32,33,35,,,,,,,,,,,,,,,
1372399,21,21,,,,,,,,,,,,,,,,,
1345841,30,30,34,,,,,,,,,,,,,,,,
1401317,35,35,38,18,21,33,,,,,,,,,,,,,
1389349,35,35,38,40,41,,,,,,,,,,,,,,
1372398,34,34,35,32,36,,,,,,,,,,,,,,
1401312,35,35,41,,,,,,,,,,,,,,,,
1389348,,,,,,,,,,,,,,,,,,,
1401310,16,16,18,19,29,34,35,36,38,,,,,,,,,,
1401311,,,,,,,,,,,,,,,,,,,
1401309,31,31,33,34,35,,,,,,,,,,,,,,
1401399,,,,,,,,,,,,,,,,,,,
1401307,,,,,,,,,,,,,,,,,,,
1383386,41,41,32,30,36,33,34,,,,,,,,,,,,
1107061,,,,,,,,,,,,,,,,,,,
1329709,,,,,,,,,,,,,,,,,,,
1286379,35,35,36,41,3,,,,,,,,,,,,,,
1401306,34,34,35,,,,,,,,,,,,,,,,
1393302,,,,,,,,,,,,,,,,,,,
1401211,38,38,43,,,,,,,,,,,,,,,,
1401303,33,33,,,,,,,,,,,,,,,,,
1345844,38,38,,,,,,,,,,,,,,,,,
1401301,32,32,35,11,,,,,,,,,,,,,,,
1199331,34,34,35,,,,,,,,,,,,,,,,
1401299,43,43,,,,,,,,,,,,,,,,,
1324905,33,33,34,35,,,,,,,,,,,,,,,
1401298,,,,,,,,,,,,,,,,,,,
1372397,,,,,,,,,,,,,,,,,,,
1401297,38,38,36,34,33,41,,,,,,,,,,,,,
1155198,31,31,42,,,,,,,,,,,,,,,,
1393303,,,,,,,,,,,,,,,,,,,
1396195,32,32,,,,,,,,,,,,,,,,,
1401296,19,19,33,,,,,,,,,,,,,,,,
1401294,,,,,,,,,,,,,,,,,,,
1401295,34,34,42,31,33,35,,,,,,,,,,,,,
1399277,33,33,38,36,,,,,,,,,,,,,,,
1401293,32,32,,,,,,,,,,,,,,,,,
1401291,38,38,,,,,,,,,,,,,,,,,
1401289,,,,,,,,,,,,,,,,,,,
1401288,36,36,33,,,,,,,,,,,,,,,,
1329708,34,34,38,,,,,,,,,,,,,,,,
1199330,,,,,,,,,,,,,,,,,,,
1389347,34,34,35,38,40,,,,,,,,,,,,,,
1092824,,,,,,,,,,,,,,,,,,,
1387352,,,,,,,,,,,,,,,,,,,
1401286,,,,,,,,,,,,,,,,,,,
1401287,30,30,32,,,,,,,,,,,,,,,,
1401285,34,34,35,36,38,33,,,,,,,,,,,,,
1401284,38,38,32,,,,,,,,,,,,,,,,
1401283,33,33,34,,,,,,,,,,,,,,,,
1391417,33,33,34,,,,,,,,,,,,,,,,
1372396,41,41,40,,,,,,,,,,,,,,,,
1387351,33,33,,,,,,,,,,,,,,,,,
1236197,31,31,,,,,,,,,,,,,,,,,
1151881,41,41,,,,,,,,,,,,,,,,,
1393301,30,30,33,35,32,42,,,,,,,,,,,,,
1401279,,,,,,,,,,,,,,,,,,,
1401282,29,29,30,31,33,34,35,32,38,41,42,,,,,,,,
1401280,34,34,,,,,,,,,,,,,,,,,
1228476,,,,,,,,,,,,,,,,,,,
1401276,21,21,38,,,,,,,,,,,,,,,,
1401277,35,35,32,,,,,,,,,,,,,,,,
1401278,36,36,34,,,,,,,,,,,,,,,,
1391416,,,,,,,,,,,,,,,,,,,
1389346,29,29,30,,,,,,,,,,,,,,,,
1391415,31,31,,,,,,,,,,,,,,,,,
1358239,30,30,34,41,,,,,,,,,,,,,,,
1393300,21,21,30,32,34,35,,,,,,,,,,,,,
1199329,21,21,30,,,,,,,,,,,,,,,,
1329707,33,33,35,,,,,,,,,,,,,,,,
1401274,36,36,32,34,,,,,,,,,,,,,,,
1228475,,,,,,,,,,,,,,,,,,,
1401272,34,34,43,,,,,,,,,,,,,,,,
1401270,33,33,34,,,,,,,,,,,,,,,,
1401269,,,,,,,,,,,,,,,,,,,
1401265,33,33,35,,,,,,,,,,,,,,,,
1372395,36,36,32,42,,,,,,,,,,,,,,,
1401268,33,33,35,31,38,34,3,,,,,,,,,,,,
1387350,,,,,,,,,,,,,,,,,,,
1236196,32,32,35,36,34,,,,,,,,,,,,,,
1389345,33,33,,,,,,,,,,,,,,,,,
1401267,,,,,,,,,,,,,,,,,,,
1401271,18,18,41,38,37,34,35,33,,,,,,,,,,,
1401266,41,41,43,11,18,24,32,33,34,35,36,,,,,,,,
1401258,32,32,,,,,,,,,,,,,,,,,
1199328,21,21,28,29,30,,,,,,,,,,,,,,
1401263,,,,,,,,,,,,,,,,,,,
1393299,,,,,,,,,,,,,,,,,,,
1372394,35,35,36,,,,,,,,,,,,,,,,
1401259,,,,,,,,,,,,,,,,,,,
1401262,18,18,30,34,35,,,,,,,,,,,,,,
1401257,33,33,34,,,,,,,,,,,,,,,,
1401256,18,18,,,,,,,,,,,,,,,,,
1399274,,,,,,,,,,,,,,,,,,,
1401251,32,32,35,36,43,41,,,,,,,,,,,,,
1329706,,,,,,,,,,,,,,,,,,,
1305506,33,33,38,40,18,,,,,,,,,,,,,,
1401249,,,,,,,,,,,,,,,,,,,
1228473,,,,,,,,,,,,,,,,,,,
1401246,33,33,34,41,,,,,,,,,,,,,,,
1305505,36,36,34,18,,,,,,,,,,,,,,,
1236195,35,35,,,,,,,,,,,,,,,,,
1307298,38,38,,,,,,,,,,,,,,,,,
1401243,,,,,,,,,,,,,,,,,,,
1401244,33,33,34,38,,,,,,,,,,,,,,,
1401247,36,36,38,40,42,18,32,33,,,,,,,,,,,
1401242,30,30,31,37,40,33,32,,,,,,,,,,,,
1401241,38,38,34,,,,,,,,,,,,,,,,
1401240,,,,,,,,,,,,,,,,,,,
1401239,35,35,38,21,,,,,,,,,,,,,,,
1401238,,,,,,,,,,,,,,,,,,,
1401237,30,30,32,33,34,,,,,,,,,,,,,,
1401236,42,42,32,,,,,,,,,,,,,,,,
1401229,33,33,35,30,38,,,,,,,,,,,,,,
1401227,,,,,,,,,,,,,,,,,,,
1401225,,,,,,,,,,,,,,,,,,,
1401224,,,,,,,,,,,,,,,,,,,
1286378,41,41,29,,,,,,,,,,,,,,,,
1401222,,,,,,,,,,,,,,,,,,,
1372393,41,41,36,33,42,30,31,32,,,,,,,,,,,
1401220,38,38,32,36,41,34,35,,,,,,,,,,,,
1401218,30,30,33,35,,,,,,,,,,,,,,,
1286377,38,38,,,,,,,,,,,,,,,,,
1401214,,,,,,,,,,,,,,,,,,,
1286386,,,,,,,,,,,,,,,,,,,
1092823,35,35,38,,,,,,,,,,,,,,,,
1286376,31,31,30,34,,,,,,,,,,,,,,,
1401212,,,,,,,,,,,,,,,,,,,
1401210,,,,,,,,,,,,,,,,,,,
1401213,33,33,32,,,,,,,,,,,,,,,,
1236193,40,40,32,35,33,36,41,,,,,,,,,,,,
1401208,32,32,33,35,38,41,,,,,,,,,,,,,
1151972,,,,,,,,,,,,,,,,,,,
1401207,32,32,35,,,,,,,,,,,,,,,,
1236190,34,34,36,38,41,,,,,,,,,,,,,,
1199326,28,28,32,,,,,,,,,,,,,,,,
1151971,,,,,,,,,,,,,,,,,,,
1228471,,,,,,,,,,,,,,,,,,,
1387346,32,32,40,33,34,43,,,,,,,,,,,,,
1372392,30,30,31,36,35,,,,,,,,,,,,,,
1401206,33,33,,,,,,,,,,,,,,,,,
1372389,,,,,,,,,,,,,,,,,,,
1396205,33,33,,,,,,,,,,,,,,,,,
1396203,,,,,,,,,,,,,,,,,,,
1228470,,,,,,,,,,,,,,,,,,,
1151968,35,35,,,,,,,,,,,,,,,,,
1396201,30,30,32,,,,,,,,,,,,,,,,
1228469,,,,,,,,,,,,,,,,,,,
1396198,,,,,,,,,,,,,,,,,,,
1396199,36,36,41,33,34,,,,,,,,,,,,,,
1396197,36,36,31,32,,,,,,,,,,,,,,,
1396200,35,35,36,33,,,,,,,,,,,,,,,
1092822,32,32,,,,,,,,,,,,,,,,,
1236191,32,32,43,,,,,,,,,,,,,,,,
1372391,33,33,30,33,,,,,,,,,,,,,,,
1396194,31,31,32,33,38,40,,,,,,,,,,,,,
1396193,,,,,,,,,,,,,,,,,,,
1396192,,,,,,,,,,,,,,,,,,,
1286375,16,16,38,33,,,,,,,,,,,,,,,
1396152,,,,,,,,,,,,,,,,,,,
1383385,32,32,38,42,43,34,,,,,,,,,,,,,
1396190,,,,,,,,,,,,,,,,,,,
1199325,16,16,,,,,,,,,,,,,,,,,
1396188,18,18,,,,,,,,,,,,,,,,,
1151970,34,34,,,,,,,,,,,,,,,,,
1228468,,,,,,,,,,,,,,,,,,,
1396187,,,,,,,,,,,,,,,,,,,
1151969,,,,,,,,,,,,,,,,,,,
1396185,,,,,,,,,,,,,,,,,,,
1396174,32,32,,,,,,,,,,,,,,,,,
1396186,33,33,35,36,38,40,18,,,,,,,,,,,,
1372390,33,33,35,,,,,,,,,,,,,,,,
1396182,38,38,41,,,,,,,,,,,,,,,,
1396179,,,,,,,,,,,,,,,,,,,
1396180,38,38,41,11,32,34,,,,,,,,,,,,,
1396181,21,21,33,41,,,,,,,,,,,,,,,
1228467,,,,,,,,,,,,,,,,,,,
1396178,,,,,,,,,,,,,,,,,,,
1396177,21,21,32,34,,,,,,,,,,,,,,,
1393297,38,38,,,,,,,,,,,,,,,,,
1391413,30,30,36,41,33,32,,,,,,,,,,,,,
1396169,,,,,,,,,,,,,,,,,,,
1107060,29,29,,,,,,,,,,,,,,,,,
1199327,21,21,28,29,,,,,,,,,,,,,,,
1236189,35,35,9,,,,,,,,,,,,,,,,
1396168,3,3,16,8,33,34,35,38,,,,,,,,,,,
1396167,,,,,,,,,,,,,,,,,,,
1396166,38,38,,,,,,,,,,,,,,,,,
1396165,,,,,,,,,,,,,,,,,,,
1372388,33,33,,,,,,,,,,,,,,,,,
1396164,,,,,,,,,,,,,,,,,,,
1396163,32,32,,,,,,,,,,,,,,,,,
1236188,38,38,,,,,,,,,,,,,,,,,
1092820,32,32,,,,,,,,,,,,,,,,,
1396160,,,,,,,,,,,,,,,,,,,
1396159,33,33,,,,,,,,,,,,,,,,,
1329705,33,33,34,35,,,,,,,,,,,,,,,
1387342,40,40,35,34,33,36,43,,,,,,,,,,,,
1324902,34,34,,,,,,,,,,,,,,,,,
1399273,33,33,41,30,,,,,,,,,,,,,,,
1396161,40,40,21,8,,,,,,,,,,,,,,,
1383383,38,38,33,36,,,,,,,,,,,,,,,
1396156,,,,,,,,,,,,,,,,,,,
1396157,34,34,,,,,,,,,,,,,,,,,
1372387,32,32,36,,,,,,,,,,,,,,,,
1396155,38,38,33,,,,,,,,,,,,,,,,
1396154,31,31,32,34,35,,,,,,,,,,,,,,
1396151,19,19,33,34,35,41,38,,,,,,,,,,,,
1396150,38,38,,,,,,,,,,,,,,,,,
1092819,34,34,32,,,,,,,,,,,,,,,,
1199324,24,24,,,,,,,,,,,,,,,,,
1396149,,,,,,,,,,,,,,,,,,,
1396148,38,38,9,38,,,,,,,,,,,,,,,
1396145,32,32,34,,,,,,,,,,,,,,,,
1396143,19,19,33,35,,,,,,,,,,,,,,,
1399272,32,32,,,,,,,,,,,,,,,,,
1107058,,,,,,,,,,,,,,,,,,,
1396144,35,35,,,,,,,,,,,,,,,,,
1396142,35,35,30,32,,,,,,,,,,,,,,,
1396141,35,35,33,33,,,,,,,,,,,,,,,
1396137,,,,,,,,,,,,,,,,,,,
1387341,40,40,34,35,38,43,,,,,,,,,,,,,
1396136,29,29,32,38,41,,,,,,,,,,,,,,
1396138,30,30,38,,,,,,,,,,,,,,,,
1396139,,,,,,,,,,,,,,,,,,,
1329704,37,37,,,,,,,,,,,,,,,,,
1151967,33,33,34,35,38,,,,,,,,,,,,,,
1286373,36,36,43,,,,,,,,,,,,,,,,
1396134,,,,,,,,,,,,,,,,,,,
1383382,43,43,41,30,31,38,6,,,,,,,,,,,,
1396135,32,32,33,34,35,36,30,,,,,,,,,,,,
1286369,36,36,35,,,,,,,,,,,,,,,,
1396132,34,34,33,,,,,,,,,,,,,,,,
1396130,34,34,35,,,,,,,,,,,,,,,,
1228465,,,,,,,,,,,,,,,,,,,
1396131,,,,,,,,,,,,,,,,,,,
1387340,,,,,,,,,,,,,,,,,,,
1396129,32,32,34,,,,,,,,,,,,,,,,
1396128,41,41,,,,,,,,,,,,,,,,,
1396127,30,30,32,34,35,36,38,,,,,,,,,,,,
1199322,,,,,,,,,,,,,,,,,,,
1391411,36,36,41,33,,,,,,,,,,,,,,,
1092818,34,34,35,,,,,,,,,,,,,,,,
1151966,34,34,36,40,,,,,,,,,,,,,,,
1396126,3,3,33,,,,,,,,,,,,,,,,
1372384,,,,,,,,,,,,,,,,,,,
1399264,,,,,,,,,,,,,,,,,,,
1199321,,,,,,,,,,,,,,,,,,,
1151965,,,,,,,,,,,,,,,,,,,
1396124,34,34,32,33,35,40,41,33,,,,,,,,,,,
1151964,,,,,,,,,,,,,,,,,,,
1393296,30,30,31,,,,,,,,,,,,,,,,
1396122,32,32,34,38,40,,,,,,,,,,,,,,
1372386,30,30,38,,,,,,,,,,,,,,,,
1399271,33,33,35,,,,,,,,,,,,,,,,
1396123,34,34,33,31,32,38,36,,,,,,,,,,,,
1286372,,,,,,,,,,,,,,,,,,,
1396125,,,,,,,,,,,,,,,,,,,
1387339,,,,,,,,,,,,,,,,,,,
1396120,,,,,,,,,,,,,,,,,,,
1396121,34,34,41,42,,,,,,,,,,,,,,,
1329703,32,32,33,34,,,,,,,,,,,,,,,
1236187,38,38,33,34,35,36,40,41,42,,,,,,,,,,
1372385,31,31,42,3,,,,,,,,,,,,,,,
1396116,31,31,33,34,36,,,,,,,,,,,,,,
1228464,,,,,,,,,,,,,,,,,,,
1383384,,,,,,,,,,,,,,,,,,,
1396115,,,,,,,,,,,,,,,,,,,
1396119,,,,,,,,,,,,,,,,,,,
1396114,32,32,,,,,,,,,,,,,,,,,
1396111,,,,,,,,,,,,,,,,,,,
1399270,30,30,32,33,34,,,,,,,,,,,,,,
1396110,30,30,33,34,35,38,36,40,,,,,,,,,,,
1393295,32,32,34,38,35,,,,,,,,,,,,,,
1092817,34,34,,,,,,,,,,,,,,,,,
1396109,38,38,32,34,,,,,,,,,,,,,,,
1396108,,,,,,,,,,,,,,,,,,,
1396107,37,37,38,,,,,,,,,,,,,,,,
1399268,35,35,30,33,,,,,,,,,,,,,,,
1228463,,,,,,,,,,,,,,,,,,,
1396106,31,31,32,33,34,35,38,41,43,,,,,,,,,,
1387338,19,19,33,32,33,34,41,43,,,,,,,,,,,
1399269,35,35,,,,,,,,,,,,,,,,,
1396089,,,,,,,,,,,,,,,,,,,
1228462,,,,,,,,,,,,,,,,,,,
1329702,33,33,,,,,,,,,,,,,,,,,
1199320,35,35,,,,,,,,,,,,,,,,,
1396105,31,31,,,,,,,,,,,,,,,,,
1396103,30,30,,,,,,,,,,,,,,,,,
1396101,32,32,33,34,31,,,,,,,,,,,,,,
1396100,34,34,,,,,,,,,,,,,,,,,
1396175,,,,,,,,,,,,,,,,,,,
1372383,,,,,,,,,,,,,,,,,,,
1396099,41,41,,,,,,,,,,,,,,,,,
1396098,34,34,,,,,,,,,,,,,,,,,
1396097,,,,,,,,,,,,,,,,,,,
1396096,,,,,,,,,,,,,,,,,,,
1396095,,,,,,,,,,,,,,,,,,,
1396094,,,,,,,,,,,,,,,,,,,
1092816,43,43,,,,,,,,,,,,,,,,,
1396092,,,,,,,,,,,,,,,,,,,
1396090,,,,,,,,,,,,,,,,,,,
1396093,43,43,31,35,,,,,,,,,,,,,,,
1110422,,,,,,,,,,,,,,,,,,,
1107053,33,33,35,,,,,,,,,,,,,,,,
1324898,33,33,34,35,,,,,,,,,,,,,,,
1151962,35,35,33,34,41,,,,,,,,,,,,,,
1396087,,,,,,,,,,,,,,,,,,,
1393294,30,30,32,34,35,41,36,,,,,,,,,,,,
1307294,,,,,,,,,,,,,,,,,,,
1396088,33,33,36,38,,,,,,,,,,,,,,,
1396091,,,,,,,,,,,,,,,,,,,
1329701,33,33,34,38,,,,,,,,,,,,,,,
1383381,38,38,33,36,32,,,,,,,,,,,,,,
1199323,24,24,33,31,,,,,,,,,,,,,,,
1391409,32,32,34,29,38,35,,,,,,,,,,,,,
1396085,38,38,36,33,40,42,35,32,,,,,,,,,,,
1343607,33,33,32,,,,,,,,,,,,,,,,
1396073,41,41,,,,,,,,,,,,,,,,,
1396084,,,,,,,,,,,,,,,,,,,
1151961,,,,,,,,,,,,,,,,,,,
1396082,,,,,,,,,,,,,,,,,,,
1399267,,,,,,,,,,,,,,,,,,,
1396072,,,,,,,,,,,,,,,,,,,
1396048,41,41,38,,,,,,,,,,,,,,,,
1324897,,,,,,,,,,,,,,,,,,,
1092815,29,29,38,42,,,,,,,,,,,,,,,
1396078,,,,,,,,,,,,,,,,,,,
1399266,30,30,,,,,,,,,,,,,,,,,
1329700,32,32,34,35,38,,,,,,,,,,,,,,
1396077,,,,,,,,,,,,,,,,,,,
1307293,,,,,,,,,,,,,,,,,,,
1396076,29,29,36,33,34,30,31,41,,,,,,,,,,,
1389337,29,29,30,37,,,,,,,,,,,,,,,
1286370,36,36,41,4,10,11,12,16,18,30,31,34,,,,,,,
1396071,,,,,,,,,,,,,,,,,,,
1396171,,,,,,,,,,,,,,,,,,,
1199319,11,11,12,30,,,,,,,,,,,,,,,
1396075,,,,,,,,,,,,,,,,,,,
1305504,16,16,18,32,33,34,35,30,38,,,,,,,,,,
1151960,36,36,40,,,,,,,,,,,,,,,,
1383380,33,33,32,,,,,,,,,,,,,,,,
1396170,30,30,32,33,34,41,42,43,,,,,,,,,,,
1345840,35,35,,,,,,,,,,,,,,,,,
