Inspection ID,Violation ID1,Violation ID2,Violation ID3,Violation ID4,Violation ID5,Violation ID6,Violation ID7,Violation ID8,Violation ID9,Violation ID10,Violation ID11,Violation ID11,Violation ID12,Violation ID13,Violation ID14,Violation ID15,Violation ID16,Violation ID17,Violation ID18
1734258,35,35,41,,,,,,,,,,,,,,,,
1684272,45,45,21,,,,,,,,,,,,,,,,
1734257,38,38,45,14,33,34,35,36,37,40,41,,,,,,,,
1734255,38,38,41,,,,,,,,,,,,,,,,
1734254,32,32,,,,,,,,,,,,,,,,,
1734250,22,22,30,,,,,,,,,,,,,,,,
1734249,,,,,,,,,,,,,,,,,,,
1734248,,,,,,,,,,,,,,,,,,,
1657217,,,,,,,,,,,,,,,,,,,
1734246,38,38,35,,,,,,,,,,,,,,,,
1734659,,,,,,,,,,,,,,,,,,,
1734241,34,34,33,38,41,,,,,,,,,,,,,,
1734240,35,35,,,,,,,,,,,,,,,,,
1689266,33,33,,,,,,,,,,,,,,,,,
1734238,3,3,32,34,,,,,,,,,,,,,,,
1734237,3,3,2,18,32,35,33,41,34,,,,,,,,,,
1734234,34,34,,,,,,,,,,,,,,,,,
1734231,34,34,3,21,18,33,,,,,,,,,,,,,
1734230,,,,,,,,,,,,,,,,,,,
1734229,,,,,,,,,,,,,,,,,,,
1734279,,,,,,,,,,,,,,,,,,,
1633137,41,41,,,,,,,,,,,,,,,,,
1734227,35,35,38,42,43,32,33,34,30,,,,,,,,,,
1734223,34,34,35,43,32,,,,,,,,,,,,,,
1734225,32,32,,,,,,,,,,,,,,,,,
1734224,34,34,,,,,,,,,,,,,,,,,
1734226,33,33,36,32,40,43,34,35,,,,,,,,,,,
1734222,18,18,33,,,,,,,,,,,,,,,,
1734221,38,38,41,45,,,,,,,,,,,,,,,
1734220,,,,,,,,,,,,,,,,,,,
1734219,33,33,41,29,,,,,,,,,,,,,,,
1734216,33,33,,,,,,,,,,,,,,,,,
1734215,41,41,,,,,,,,,,,,,,,,,
1734218,30,30,32,33,34,35,36,41,,,,,,,,,,,
1734213,,,,,,,,,,,,,,,,,,,
1633182,24,24,38,33,,,,,,,,,,,,,,,
1734214,41,41,34,31,,,,,,,,,,,,,,,
1734212,,,,,,,,,,,,,,,,,,,
1676253,18,18,34,33,,,,,,,,,,,,,,,
1734217,33,33,,,,,,,,,,,,,,,,,
1734211,35,35,40,41,,,,,,,,,,,,,,,
1747214,,,,,,,,,,,,,,,,,,,
1633209,34,34,38,32,,,,,,,,,,,,,,,
1633210,,,,,,,,,,,,,,,,,,,
1684270,,,,,,,,,,,,,,,,,,,
1747211,,,,,,,,,,,,,,,,,,,
1633202,,,,,,,,,,,,,,,,,,,
1633208,3,3,21,,,,,,,,,,,,,,,,
1633179,,,,,,,,,,,,,,,,,,,
1633120,32,32,2,,,,,,,,,,,,,,,,
1633204,32,32,33,34,35,36,,,,,,,,,,,,,
1633201,,,,,,,,,,,,,,,,,,,
1633198,35,35,38,36,,,,,,,,,,,,,,,
1633197,,,,,,,,,,,,,,,,,,,
1633196,,,,,,,,,,,,,,,,,,,
1633195,38,38,35,36,33,,,,,,,,,,,,,,
1633194,38,38,32,,,,,,,,,,,,,,,,
1633192,3,3,19,33,32,33,,,,,,,,,,,,,
1633206,34,34,36,,,,,,,,,,,,,,,,
1633193,,,,,,,,,,,,,,,,,,,
1633191,33,33,43,38,,,,,,,,,,,,,,,
1633190,33,33,41,45,32,,,,,,,,,,,,,,
1689265,32,32,,,,,,,,,,,,,,,,,
1633188,35,35,,,,,,,,,,,,,,,,,
1633189,30,30,41,,,,,,,,,,,,,,,,
1633187,33,33,38,45,32,,,,,,,,,,,,,,
1633186,,,,,,,,,,,,,,,,,,,
1633184,,,,,,,,,,,,,,,,,,,
1633183,32,32,33,39,45,,,,,,,,,,,,,,
1633181,32,32,,,,,,,,,,,,,,,,,
1633178,,,,,,,,,,,,,,,,,,,
1633176,,,,,,,,,,,,,,,,,,,
1633177,,,,,,,,,,,,,,,,,,,
1633175,33,33,34,35,38,29,,,,,,,,,,,,,
1684269,35,35,,,,,,,,,,,,,,,,,
1633169,,,,,,,,,,,,,,,,,,,
1633168,,,,,,,,,,,,,,,,,,,
1633174,,,,,,,,,,,,,,,,,,,
1633166,,,,,,,,,,,,,,,,,,,
1633163,34,34,,,,,,,,,,,,,,,,,
1676252,38,38,,,,,,,,,,,,,,,,,
1633159,29,29,36,,,,,,,,,,,,,,,,
1633156,33,33,21,,,,,,,,,,,,,,,,
1633157,34,34,35,41,30,,,,,,,,,,,,,,
1547226,40,40,,,,,,,,,,,,,,,,,
1684268,33,33,32,,,,,,,,,,,,,,,,
1633149,38,38,,,,,,,,,,,,,,,,,
1633148,44,44,42,,,,,,,,,,,,,,,,
1734283,,,,,,,,,,,,,,,,,,,
1633146,19,19,32,33,34,35,36,38,42,,,,,,,,,,
1633144,,,,,,,,,,,,,,,,,,,
1633143,,,,,,,,,,,,,,,,,,,
1633145,,,,,,,,,,,,,,,,,,,
1633140,,,,,,,,,,,,,,,,,,,
1745224,,,,,,,,,,,,,,,,,,,
1633142,38,38,32,18,,,,,,,,,,,,,,,
1633138,34,34,36,32,33,45,,,,,,,,,,,,,
1689262,,,,,,,,,,,,,,,,,,,
1633136,35,35,33,41,18,,,,,,,,,,,,,,
1633139,16,16,41,38,45,,,,,,,,,,,,,,
1633135,3,3,29,,,,,,,,,,,,,,,,
1633134,33,33,38,34,41,11,,,,,,,,,,,,,
1633131,,,,,,,,,,,,,,,,,,,
1721229,34,34,38,31,32,,,,,,,,,,,,,,
1633129,38,38,29,,,,,,,,,,,,,,,,
1633132,35,35,,,,,,,,,,,,,,,,,
1633119,33,33,38,,,,,,,,,,,,,,,,
1633133,30,30,32,33,34,35,38,41,,,,,,,,,,,
1633126,,,,,,,,,,,,,,,,,,,
1633125,35,35,40,,,,,,,,,,,,,,,,
1633127,30,30,36,,,,,,,,,,,,,,,,
1633121,32,32,,,,,,,,,,,,,,,,,
1633123,34,34,35,38,36,,,,,,,,,,,,,,
1633122,,,,,,,,,,,,,,,,,,,
1633124,41,41,43,30,31,,,,,,,,,,,,,,
1633117,35,35,38,,,,,,,,,,,,,,,,
1633130,32,32,35,,,,,,,,,,,,,,,,
1633118,34,34,,,,,,,,,,,,,,,,,
1739219,34,34,32,41,19,2,,,,,,,,,,,,,
1633116,,,,,,,,,,,,,,,,,,,
1633114,,,,,,,,,,,,,,,,,,,
1633115,36,36,45,3,6,30,32,,,,,,,,,,,,
1747212,,,,,,,,,,,,,,,,,,,
1633113,31,31,32,34,35,,,,,,,,,,,,,,
1721228,45,45,30,39,44,,,,,,,,,,,,,,
1684267,34,34,,,,,,,,,,,,,,,,,
1633110,,,,,,,,,,,,,,,,,,,
1633111,29,29,,,,,,,,,,,,,,,,,
1633064,,,,,,,,,,,,,,,,,,,
1633109,38,38,42,40,32,,,,,,,,,,,,,,
1633108,34,34,32,,,,,,,,,,,,,,,,
1745223,38,38,30,,,,,,,,,,,,,,,,
1633105,18,18,41,45,,,,,,,,,,,,,,,
1633106,32,32,32,,,,,,,,,,,,,,,,
1633104,33,33,32,,,,,,,,,,,,,,,,
1633102,,,,,,,,,,,,,,,,,,,
1689261,34,34,41,,,,,,,,,,,,,,,,
1633100,36,36,19,29,,,,,,,,,,,,,,,
1633096,45,45,38,30,34,33,,,,,,,,,,,,,
1633098,32,32,33,36,41,,,,,,,,,,,,,,
1633050,38,38,,,,,,,,,,,,,,,,,
1633099,29,29,33,41,45,,,,,,,,,,,,,,
1633097,18,18,32,33,34,35,30,36,,,,,,,,,,,
1633094,43,43,33,,,,,,,,,,,,,,,,
1739218,34,34,33,,,,,,,,,,,,,,,,
1633093,28,28,29,19,30,31,32,33,34,35,41,,,,,,,,
1633092,34,34,32,45,41,,,,,,,,,,,,,,
1633087,36,36,40,32,21,,,,,,,,,,,,,,
1745222,35,35,38,32,,,,,,,,,,,,,,,
1633083,43,43,30,,,,,,,,,,,,,,,,
1633081,45,45,,,,,,,,,,,,,,,,,
1633084,3,3,34,32,,,,,,,,,,,,,,,
1633079,35,35,33,,,,,,,,,,,,,,,,
1633077,,,,,,,,,,,,,,,,,,,
1633072,,,,,,,,,,,,,,,,,,,
1633151,,,,,,,,,,,,,,,,,,,
1689260,,,,,,,,,,,,,,,,,,,
1633076,33,33,32,38,,,,,,,,,,,,,,,
1633069,21,21,,,,,,,,,,,,,,,,,
1633068,11,11,,,,,,,,,,,,,,,,,
1633070,33,33,34,35,40,41,38,21,,,,,,,,,,,
1683268,,,,,,,,,,,,,,,,,,,
1633066,,,,,,,,,,,,,,,,,,,
1633065,,,,,,,,,,,,,,,,,,,
1633063,35,35,38,,,,,,,,,,,,,,,,
1739217,,,,,,,,,,,,,,,,,,,
1633060,,,,,,,,,,,,,,,,,,,
1683266,33,33,,,,,,,,,,,,,,,,,
1633057,,,,,,,,,,,,,,,,,,,
1633056,,,,,,,,,,,,,,,,,,,
1745221,34,34,,,,,,,,,,,,,,,,,
1659229,30,30,33,,,,,,,,,,,,,,,,
1633061,32,32,33,,,,,,,,,,,,,,,,
1633058,,,,,,,,,,,,,,,,,,,
1633062,33,33,35,38,41,42,43,29,30,32,6,,,,,,,,
1633054,21,21,,,,,,,,,,,,,,,,,
1734271,,,,,,,,,,,,,,,,,,,
1633055,,,,,,,,,,,,,,,,,,,
1654237,34,34,35,38,,,,,,,,,,,,,,,
1633052,41,41,16,,,,,,,,,,,,,,,,
1633059,,,,,,,,,,,,,,,,,,,
1633046,33,33,35,36,,,,,,,,,,,,,,,
1721227,31,31,,,,,,,,,,,,,,,,,
1633045,43,43,,,,,,,,,,,,,,,,,
1633048,,,,,,,,,,,,,,,,,,,
1633049,32,32,,,,,,,,,,,,,,,,,
1633042,,,,,,,,,,,,,,,,,,,
1633047,17,17,30,32,,,,,,,,,,,,,,,
1689259,34,34,,,,,,,,,,,,,,,,,
1633041,34,34,43,33,35,32,,,,,,,,,,,,,
1633043,42,42,41,33,,,,,,,,,,,,,,,
1633000,32,32,,,,,,,,,,,,,,,,,
1745220,32,32,34,35,38,43,,,,,,,,,,,,,
1633039,,,,,,,,,,,,,,,,,,,
1633040,34,34,33,35,36,41,45,,,,,,,,,,,,
1747213,,,,,,,,,,,,,,,,,,,
1633044,,,,,,,,,,,,,,,,,,,
1633038,3,3,16,34,,,,,,,,,,,,,,,
1633036,41,41,,,,,,,,,,,,,,,,,
1633037,18,18,30,32,33,34,35,36,38,,,,,,,,,,
1633035,,,,,,,,,,,,,,,,,,,
1633034,34,34,36,35,38,45,43,40,42,,,,,,,,,,
1633032,,,,,,,,,,,,,,,,,,,
1633030,,,,,,,,,,,,,,,,,,,
1739216,,,,,,,,,,,,,,,,,,,
1632981,41,41,,,,,,,,,,,,,,,,,
1633031,34,34,35,36,30,32,3,16,,,,,,,,,,,
1633028,18,18,,,,,,,,,,,,,,,,,
1689258,12,12,32,33,34,,,,,,,,,,,,,,
1721226,34,34,35,38,41,,,,,,,,,,,,,,
1633029,,,,,,,,,,,,,,,,,,,
1633022,40,40,35,33,,,,,,,,,,,,,,,
1633018,,,,,,,,,,,,,,,,,,,
1745219,32,32,43,41,,,,,,,,,,,,,,,
1633017,34,34,,,,,,,,,,,,,,,,,
1633021,21,21,34,37,40,41,3,2,,,,,,,,,,,
1633015,33,33,35,36,,,,,,,,,,,,,,,
1633014,,,,,,,,,,,,,,,,,,,
1633016,35,35,38,3,,,,,,,,,,,,,,,
1633027,21,21,34,3,32,43,30,35,,,,,,,,,,,
1633012,,,,,,,,,,,,,,,,,,,
1633009,3,3,29,,,,,,,,,,,,,,,,
1633010,35,35,31,,,,,,,,,,,,,,,,
1633019,3,3,29,,,,,,,,,,,,,,,,
1633001,38,38,,,,,,,,,,,,,,,,,
1632999,41,41,,,,,,,,,,,,,,,,,
1633005,,,,,,,,,,,,,,,,,,,
1633004,,,,,,,,,,,,,,,,,,,
1632993,16,16,45,38,,,,,,,,,,,,,,,
1745218,34,34,43,,,,,,,,,,,,,,,,
1632996,35,35,,,,,,,,,,,,,,,,,
1632990,,,,,,,,,,,,,,,,,,,
1632988,35,35,45,,,,,,,,,,,,,,,,
1632995,,,,,,,,,,,,,,,,,,,
1632987,,,,,,,,,,,,,,,,,,,
1689257,,,,,,,,,,,,,,,,,,,
1632986,35,35,,,,,,,,,,,,,,,,,
1632994,38,38,33,32,,,,,,,,,,,,,,,
1632980,29,29,30,31,33,34,35,41,,,,,,,,,,,
1632977,32,32,33,,,,,,,,,,,,,,,,
1465357,41,41,,,,,,,,,,,,,,,,,
1734282,,,,,,,,,,,,,,,,,,,
1632974,45,45,33,32,,,,,,,,,,,,,,,
1632975,38,38,21,34,,,,,,,,,,,,,,,
1632969,,,,,,,,,,,,,,,,,,,
1632970,,,,,,,,,,,,,,,,,,,
1632961,33,33,35,41,,,,,,,,,,,,,,,
1632971,41,41,34,35,37,10,33,,,,,,,,,,,,
1632968,30,30,33,41,,,,,,,,,,,,,,,
1745217,40,40,34,41,,,,,,,,,,,,,,,
1632973,38,38,39,45,21,18,31,32,,,,,,,,,,,
1632962,35,35,30,32,,,,,,,,,,,,,,,
1632972,33,33,34,35,41,,,,,,,,,,,,,,
1632964,35,35,45,32,33,,,,,,,,,,,,,,
1632967,29,29,,,,,,,,,,,,,,,,,
1632960,3,3,,,,,,,,,,,,,,,,,
1632966,41,41,43,45,33,34,32,35,36,4,17,,,,,,,,
1632959,3,3,18,19,33,34,,,,,,,,,,,,,
1632957,41,41,34,35,,,,,,,,,,,,,,,
1632965,29,29,38,8,26,40,36,34,,,,,,,,,,,
1685212,3,3,38,,,,,,,,,,,,,,,,
1683264,45,45,,,,,,,,,,,,,,,,,
1689256,34,34,35,34,,,,,,,,,,,,,,,
1632956,41,41,42,,,,,,,,,,,,,,,,
1632963,37,37,41,38,,,,,,,,,,,,,,,
1632953,,,,,,,,,,,,,,,,,,,
1632954,34,34,41,,,,,,,,,,,,,,,,
1632951,,,,,,,,,,,,,,,,,,,
1632950,,,,,,,,,,,,,,,,,,,
1632955,34,34,35,,,,,,,,,,,,,,,,
1632958,2,2,,,,,,,,,,,,,,,,,
1632949,,,,,,,,,,,,,,,,,,,
1653239,18,18,32,34,35,38,41,,,,,,,,,,,,
1632952,,,,,,,,,,,,,,,,,,,
1632948,34,34,,,,,,,,,,,,,,,,,
1632947,34,34,41,,,,,,,,,,,,,,,,
1632946,,,,,,,,,,,,,,,,,,,
1632945,33,33,34,38,,,,,,,,,,,,,,,
1745216,,,,,,,,,,,,,,,,,,,
1632944,33,33,34,35,38,41,18,,,,,,,,,,,,
1632938,18,18,21,29,,,,,,,,,,,,,,,
1632942,29,29,32,34,35,41,45,,,,,,,,,,,,
1632940,41,41,43,11,19,29,30,32,,,,,,,,,,,
1632939,33,33,35,,,,,,,,,,,,,,,,
1632941,41,41,34,40,33,,,,,,,,,,,,,,
1632943,35,35,33,,,,,,,,,,,,,,,,
1632937,29,29,,,,,,,,,,,,,,,,,
1632894,34,34,,,,,,,,,,,,,,,,,
1632935,18,18,32,33,,,,,,,,,,,,,,,
1632933,32,32,,,,,,,,,,,,,,,,,
1632936,34,34,35,41,,,,,,,,,,,,,,,
1632932,37,37,,,,,,,,,,,,,,,,,
1632929,,,,,,,,,,,,,,,,,,,
1632928,36,36,45,,,,,,,,,,,,,,,,
1632934,38,38,41,36,18,31,32,29,,,,,,,,,,,
1632930,35,35,38,,,,,,,,,,,,,,,,
1632925,,,,,,,,,,,,,,,,,,,
1632927,32,32,33,38,,,,,,,,,,,,,,,
1632926,16,16,21,30,31,32,33,34,35,36,41,,,,,,,,
1632922,35,35,29,45,32,,,,,,,,,,,,,,
1632920,11,11,30,32,33,34,35,41,43,35,,,,,,,,,
1632921,,,,,,,,,,,,,,,,,,,
1632919,,,,,,,,,,,,,,,,,,,
1632917,,,,,,,,,,,,,,,,,,,
1689255,,,,,,,,,,,,,,,,,,,
1632918,32,32,34,36,33,,,,,,,,,,,,,,
1632916,22,22,33,34,34,35,35,41,40,,,,,,,,,,
1653238,28,28,33,38,,,,,,,,,,,,,,,
1632912,,,,,,,,,,,,,,,,,,,
1632911,21,21,22,29,30,,,,,,,,,,,,,,
1632910,32,32,35,38,40,43,,,,,,,,,,,,,
1632914,32,32,33,34,38,2,35,,,,,,,,,,,,
1632905,,,,,,,,,,,,,,,,,,,
1683263,8,8,,,,,,,,,,,,,,,,,
1632904,,,,,,,,,,,,,,,,,,,
1632903,,,,,,,,,,,,,,,,,,,
1632908,30,30,,,,,,,,,,,,,,,,,
1632909,,,,,,,,,,,,,,,,,,,
1632902,19,19,32,33,34,35,38,41,16,,,,,,,,,,
1632899,,,,,,,,,,,,,,,,,,,
1632898,30,30,31,33,34,32,38,,,,,,,,,,,,
1632896,33,33,35,38,,,,,,,,,,,,,,,
1683262,,,,,,,,,,,,,,,,,,,
1632892,,,,,,,,,,,,,,,,,,,
1745215,,,,,,,,,,,,,,,,,,,
1725237,29,29,34,35,38,41,,,,,,,,,,,,,
1632891,33,33,36,35,,,,,,,,,,,,,,,
1632886,,,,,,,,,,,,,,,,,,,
1632890,,,,,,,,,,,,,,,,,,,
1632884,29,29,31,32,33,35,36,,,,,,,,,,,,
1632888,,,,,,,,,,,,,,,,,,,
1721224,35,35,,,,,,,,,,,,,,,,,
1683261,,,,,,,,,,,,,,,,,,,
1721223,,,,,,,,,,,,,,,,,,,
1745214,35,35,34,41,38,29,,,,,,,,,,,,,
1632880,,,,,,,,,,,,,,,,,,,
1632881,34,34,35,,,,,,,,,,,,,,,,
1632882,32,32,16,,,,,,,,,,,,,,,,
1632879,3,3,32,,,,,,,,,,,,,,,,
1683257,32,32,,,,,,,,,,,,,,,,,
1632878,3,3,32,33,36,38,40,,,,,,,,,,,,
1632876,41,41,43,40,32,33,,,,,,,,,,,,,
1632873,33,33,43,41,,,,,,,,,,,,,,,
1632872,33,33,34,,,,,,,,,,,,,,,,
1676251,36,36,34,,,,,,,,,,,,,,,,
1632871,,,,,,,,,,,,,,,,,,,
1632868,,,,,,,,,,,,,,,,,,,
1632874,38,38,42,45,33,35,,,,,,,,,,,,,
1632867,18,18,21,33,34,,,,,,,,,,,,,,
1609393,40,40,,,,,,,,,,,,,,,,,
1632865,32,32,33,,,,,,,,,,,,,,,,
1632864,,,,,,,,,,,,,,,,,,,
1632862,22,22,11,41,32,35,33,36,38,34,43,,,,,,,,
1632863,,,,,,,,,,,,,,,,,,,
1745213,43,43,32,,,,,,,,,,,,,,,,
1632861,,,,,,,,,,,,,,,,,,,
1632860,33,33,32,,,,,,,,,,,,,,,,
1745212,32,32,,,,,,,,,,,,,,,,,
1632858,38,38,40,41,21,29,30,32,,,,,,,,,,,
1632857,34,34,43,,,,,,,,,,,,,,,,
1632856,21,21,,,,,,,,,,,,,,,,,
1632855,33,33,35,,,,,,,,,,,,,,,,
1689254,,,,,,,,,,,,,,,,,,,
1632853,33,33,34,35,36,41,,,,,,,,,,,,,
1632680,35,35,38,,,,,,,,,,,,,,,,
1632859,3,3,29,,,,,,,,,,,,,,,,
1632850,,,,,,,,,,,,,,,,,,,
1725236,30,30,32,33,34,,,,,,,,,,,,,,
1632848,,,,,,,,,,,,,,,,,,,
1632852,45,45,38,36,35,,,,,,,,,,,,,,
1689253,,,,,,,,,,,,,,,,,,,
1632846,38,38,35,33,,,,,,,,,,,,,,,
1632843,38,38,,,,,,,,,,,,,,,,,
1632839,,,,,,,,,,,,,,,,,,,
1632841,33,33,43,,,,,,,,,,,,,,,,
1632838,35,35,,,,,,,,,,,,,,,,,
1676250,41,41,21,,,,,,,,,,,,,,,,
1632847,31,31,30,33,,,,,,,,,,,,,,,
1633003,,,,,,,,,,,,,,,,,,,
1683260,38,38,45,,,,,,,,,,,,,,,,
1632845,41,41,30,21,,,,,,,,,,,,,,,
1632835,,,,,,,,,,,,,,,,,,,
1632833,,,,,,,,,,,,,,,,,,,
1632834,32,32,33,34,38,29,36,41,,,,,,,,,,,
1632831,,,,,,,,,,,,,,,,,,,
1632827,,,,,,,,,,,,,,,,,,,
1632828,33,33,34,,,,,,,,,,,,,,,,
1632825,,,,,,,,,,,,,,,,,,,
1609369,,,,,,,,,,,,,,,,,,,
1632823,32,32,33,34,38,,,,,,,,,,,,,,
1632826,,,,,,,,,,,,,,,,,,,
1632887,,,,,,,,,,,,,,,,,,,
1632824,,,,,,,,,,,,,,,,,,,
1683259,33,33,34,38,,,,,,,,,,,,,,,
1632818,34,34,35,37,,,,,,,,,,,,,,,
1632815,34,34,35,40,,,,,,,,,,,,,,,
1632813,33,33,,,,,,,,,,,,,,,,,
1632812,34,34,,,,,,,,,,,,,,,,,
1632811,,,,,,,,,,,,,,,,,,,
1632803,35,35,38,,,,,,,,,,,,,,,,
1632806,35,35,,,,,,,,,,,,,,,,,
1683258,,,,,,,,,,,,,,,,,,,
1632807,32,32,24,11,18,38,36,41,33,34,35,,,,,,,,
1632809,32,32,16,,,,,,,,,,,,,,,,
1632805,41,41,,,,,,,,,,,,,,,,,
1632802,,,,,,,,,,,,,,,,,,,
1632804,,,,,,,,,,,,,,,,,,,
1632797,41,41,33,35,36,43,29,,,,,,,,,,,,
1632801,34,34,35,45,21,33,,,,,,,,,,,,,
1632798,33,33,18,3,,,,,,,,,,,,,,,
1609547,,,,,,,,,,,,,,,,,,,
1632795,34,34,42,38,,,,,,,,,,,,,,,
1632793,33,33,,,,,,,,,,,,,,,,,
1632792,,,,,,,,,,,,,,,,,,,
1632791,,,,,,,,,,,,,,,,,,,
1632790,,,,,,,,,,,,,,,,,,,
1739211,33,33,41,,,,,,,,,,,,,,,,
1632787,38,38,,,,,,,,,,,,,,,,,
1632788,34,34,38,,,,,,,,,,,,,,,,
1632786,33,33,,,,,,,,,,,,,,,,,
1632785,,,,,,,,,,,,,,,,,,,
1632789,,,,,,,,,,,,,,,,,,,
1632783,29,29,33,38,36,18,,,,,,,,,,,,,
1632784,34,34,32,,,,,,,,,,,,,,,,
1689252,,,,,,,,,,,,,,,,,,,
1632782,29,29,40,41,35,,,,,,,,,,,,,,
1609370,,,,,,,,,,,,,,,,,,,
1632780,21,21,28,35,40,43,45,33,,,,,,,,,,,
1632781,38,38,40,41,35,34,30,11,19,21,28,,,,,,,,
1632779,33,33,32,,,,,,,,,,,,,,,,
1632777,,,,,,,,,,,,,,,,,,,
1632775,,,,,,,,,,,,,,,,,,,
1632766,41,41,28,,,,,,,,,,,,,,,,
1632774,32,32,34,,,,,,,,,,,,,,,,
1632773,33,33,35,38,,,,,,,,,,,,,,,
1632772,,,,,,,,,,,,,,,,,,,
1689251,,,,,,,,,,,,,,,,,,,
1632770,41,41,45,,,,,,,,,,,,,,,,
1632768,18,18,32,33,34,41,35,36,37,,,,,,,,,,
1632769,38,38,31,33,,,,,,,,,,,,,,,
1632765,33,33,38,,,,,,,,,,,,,,,,
1632759,,,,,,,,,,,,,,,,,,,
1632763,29,29,,,,,,,,,,,,,,,,,
1632758,33,33,43,,,,,,,,,,,,,,,,
1632755,,,,,,,,,,,,,,,,,,,
1632751,42,42,,,,,,,,,,,,,,,,,
1632748,32,32,,,,,,,,,,,,,,,,,
1632749,32,32,38,,,,,,,,,,,,,,,,
1683256,,,,,,,,,,,,,,,,,,,
1632740,,,,,,,,,,,,,,,,,,,
1689249,,,,,,,,,,,,,,,,,,,
1632741,34,34,35,41,21,,,,,,,,,,,,,,
1632739,32,32,,,,,,,,,,,,,,,,,
1742215,,,,,,,,,,,,,,,,,,,
1632736,18,18,,,,,,,,,,,,,,,,,
1632734,38,38,35,,,,,,,,,,,,,,,,
1632737,33,33,35,36,,,,,,,,,,,,,,,
1632738,33,33,35,8,,,,,,,,,,,,,,,
1632733,33,33,34,35,36,37,38,,,,,,,,,,,,
1632735,3,3,33,35,38,,,,,,,,,,,,,,
1632732,16,16,35,,,,,,,,,,,,,,,,
1632731,35,35,38,34,,,,,,,,,,,,,,,
1632725,38,38,,,,,,,,,,,,,,,,,
1632728,40,40,32,35,33,,,,,,,,,,,,,,
1632724,,,,,,,,,,,,,,,,,,,
1632726,,,,,,,,,,,,,,,,,,,
1653236,21,21,29,33,,,,,,,,,,,,,,,
1632721,,,,,,,,,,,,,,,,,,,
1658263,33,33,41,35,,,,,,,,,,,,,,,
1632722,33,33,32,,,,,,,,,,,,,,,,
1632720,40,40,,,,,,,,,,,,,,,,,
1683253,30,30,,,,,,,,,,,,,,,,,
1632717,,,,,,,,,,,,,,,,,,,
1632543,33,33,43,,,,,,,,,,,,,,,,
1659228,35,35,36,,,,,,,,,,,,,,,,
1632719,43,43,32,38,,,,,,,,,,,,,,,
1632730,,,,,,,,,,,,,,,,,,,
1632716,2,2,3,,,,,,,,,,,,,,,,
1632714,,,,,,,,,,,,,,,,,,,
1661213,33,33,,,,,,,,,,,,,,,,,
1632712,,,,,,,,,,,,,,,,,,,
1632711,33,33,35,38,,,,,,,,,,,,,,,
1632713,3,3,18,45,41,35,,,,,,,,,,,,,
1639213,14,14,32,,,,,,,,,,,,,,,,
1632710,,,,,,,,,,,,,,,,,,,
1632709,30,30,32,33,34,35,36,37,38,41,43,,,,,,,,
1658262,35,35,33,,,,,,,,,,,,,,,,
1632708,33,33,35,,,,,,,,,,,,,,,,
1632702,43,43,31,,,,,,,,,,,,,,,,
1632704,35,35,36,,,,,,,,,,,,,,,,
1632700,33,33,35,34,,,,,,,,,,,,,,,
1676245,10,10,43,34,,,,,,,,,,,,,,,
1689248,,,,,,,,,,,,,,,,,,,
1632699,33,33,34,35,,,,,,,,,,,,,,,
1632707,34,34,41,42,38,43,,,,,,,,,,,,,
1632696,32,32,38,,,,,,,,,,,,,,,,
1632695,,,,,,,,,,,,,,,,,,,
1632706,34,34,41,40,37,,,,,,,,,,,,,,
1632694,42,42,,,,,,,,,,,,,,,,,
1632693,9,9,34,38,,,,,,,,,,,,,,,
1742214,43,43,32,35,,,,,,,,,,,,,,,
1632692,40,40,30,33,,,,,,,,,,,,,,,
1658261,30,30,41,,,,,,,,,,,,,,,,
1632691,,,,,,,,,,,,,,,,,,,
1632690,3,3,43,,,,,,,,,,,,,,,,
1632687,,,,,,,,,,,,,,,,,,,
1632685,,,,,,,,,,,,,,,,,,,
1632684,19,19,30,32,33,38,43,45,,,,,,,,,,,
1632698,,,,,,,,,,,,,,,,,,,
1632681,32,32,33,34,35,43,45,,,,,,,,,,,,
1575490,34,34,,,,,,,,,,,,,,,,,
1632674,33,33,35,,,,,,,,,,,,,,,,
1632683,32,32,,,,,,,,,,,,,,,,,
1632673,41,41,43,30,,,,,,,,,,,,,,,
1632670,,,,,,,,,,,,,,,,,,,
1632668,34,34,36,,,,,,,,,,,,,,,,
1516506,,,,,,,,,,,,,,,,,,,
1632669,33,33,34,35,38,40,41,,,,,,,,,,,,
1683251,35,35,,,,,,,,,,,,,,,,,
1632661,,,,,,,,,,,,,,,,,,,
1658260,21,21,,,,,,,,,,,,,,,,,
1689247,32,32,33,34,35,,,,,,,,,,,,,,
1632660,,,,,,,,,,,,,,,,,,,
1632667,35,35,29,18,40,,,,,,,,,,,,,,
1632659,33,33,34,2,3,40,,,,,,,,,,,,,
1632654,,,,,,,,,,,,,,,,,,,
1632652,6,6,33,35,38,45,,,,,,,,,,,,,
1632651,35,35,,,,,,,,,,,,,,,,,
1632632,,,,,,,,,,,,,,,,,,,
1632650,40,40,32,33,34,35,,,,,,,,,,,,,
1658259,30,30,,,,,,,,,,,,,,,,,
1632649,18,18,33,38,,,,,,,,,,,,,,,
1632648,45,45,32,,,,,,,,,,,,,,,,
1632647,18,18,32,,,,,,,,,,,,,,,,
1632645,,,,,,,,,,,,,,,,,,,
1742212,35,35,,,,,,,,,,,,,,,,,
1632631,33,33,32,,,,,,,,,,,,,,,,
